accession	description
"SRR948895"	"Illumina HiSeq 2000 sequencing; tumor cell line DNA (HCT-15)"
"SRR5689173"	"Illumina HiSeq 2500 sequencing; HCT-15"
"SRR5296423"	"Illumina HiSeq 2500 sequencing; GSM2515501: HCT-15-C1; Homo sapiens; RNA-Seq"
"SRR5296424"	"Illumina HiSeq 2500 sequencing; GSM2515502: HCT-15-C2; Homo sapiens; RNA-Seq"
"SRR5296425"	"Illumina HiSeq 2500 sequencing; GSM2515503: HCT-15-E1; Homo sapiens; RNA-Seq"
"SRR5296426"	"Illumina HiSeq 2500 sequencing; GSM2515504: HCT-15-E2; Homo sapiens; RNA-Seq"
"SRR948914"	"Illumina HiSeq 2000 sequencing; 1:1 (2 component) pool of A549, HCT-15"
"SRR948931"	"Illumina HiSeq 2000 sequencing; 1:1:1 (3 component) pool of CCRF-CEM, HCC1599, HCT-15"
"SRR6756012"	"Illumina HiSeq 2000 sequencing; RNAseq of cell line CO:HCT_15"
"SRR8639146"	"Illumina HiSeq 2000 sequencing; WGS of HCT15_LARGE_INTESTINE"
"SRR8633522"	"Illumina HiSeq 2000 sequencing; RRBS of HCT15_LARGE_INTESTINE"
"SRR8657433"	"Illumina HiSeq 2000 sequencing; HC of HCT15_LARGE_INTESTINE"
"SRR948940"	"Illumina HiSeq 2000 sequencing; 1:1:1:1 (4 component) pool of HCC1599, HCT-15, NCI-H146, SW48"
"SRR948943"	"Illumina HiSeq 2000 sequencing; 1:1:1:1:1 (5 component) pool of A549, AGS, DU-145, HCT-15, TUR"
"SRR948952"	"Illumina HiSeq 2000 sequencing; 1:1:1:1:1:1:1:1:1:1 (10 component) pool of A549, CCRF-CEM, HCT-15, NCI-H128, NCI-H146, NCI-H727, RL95-2, SW48, THP-1, TUR"
