accession	description
"SRR1171978"	"Illumina HiSeq 2000 paired end sequencing; Mia PaCa2 Whole Transcriptome Sequencing"
"SRR12937409"	"Illumina HiSeq 4000 sequencing; GSM4873332: MiaPaca2; Homo sapiens; RNA-Seq"
"SRR2149012"	"Illumina Genome Analyzer II sequencing; GSM1846616: MIAPACA2; Homo sapiens; MeDIP-Seq"
"SRR12925262"	"Illumina HiSeq 4000 sequencing; GSM4871441: MiaPaca2 control; Homo sapiens; RNA-Seq"
"SRR4423253"	"Illumina HiSeq 2000 sequencing; GSM2344911: MiaPaCa2.ZEB1; Homo sapiens; ChIP-Seq"
"SRR4423257"	"Illumina HiSeq 2000 sequencing; GSM2344915: MiaPaCa2.WT.ZEB1; Homo sapiens; ChIP-Seq"
"SRR5660157"	"Illumina HiSeq 2000 sequencing; GSM2653643: MiaPaCa2.CTCF; Homo sapiens; ChIP-Seq"
"SRR6181735"	"NextSeq 500 sequencing; GSM2817710: MIAPACA2-24h-2; Homo sapiens; RNA-Seq"
"SRR6181736"	"NextSeq 500 sequencing; GSM2817710: MIAPACA2-24h-2; Homo sapiens; RNA-Seq"
"SRR6181737"	"NextSeq 500 sequencing; GSM2817711: MIAPACA2-24h-3; Homo sapiens; RNA-Seq"
"SRR6181738"	"NextSeq 500 sequencing; GSM2817711: MIAPACA2-24h-3; Homo sapiens; RNA-Seq"
"SRR6181739"	"NextSeq 500 sequencing; GSM2817711: MIAPACA2-24h-3; Homo sapiens; RNA-Seq"
"SRR6181740"	"NextSeq 500 sequencing; GSM2817711: MIAPACA2-24h-3; Homo sapiens; RNA-Seq"
"SRR6181741"	"NextSeq 500 sequencing; GSM2817712: MIAPACA2-24h-4; Homo sapiens; RNA-Seq"
"SRR6181742"	"NextSeq 500 sequencing; GSM2817712: MIAPACA2-24h-4; Homo sapiens; RNA-Seq"
"SRR6181743"	"NextSeq 500 sequencing; GSM2817712: MIAPACA2-24h-4; Homo sapiens; RNA-Seq"
"SRR6181744"	"NextSeq 500 sequencing; GSM2817712: MIAPACA2-24h-4; Homo sapiens; RNA-Seq"
"SRR7276363"	"Illumina HiSeq 2000 sequencing; GSM3178700: MIAPaca2-Cas9; Homo sapiens; RNA-Seq"
"SRR6181698"	"NextSeq 500 sequencing; GSM2817701: MIAPACA2-Control-1; Homo sapiens; RNA-Seq"
"SRR6181700"	"NextSeq 500 sequencing; GSM2817701: MIAPACA2-Control-1; Homo sapiens; RNA-Seq"
"SRR6181702"	"NextSeq 500 sequencing; GSM2817702: MIAPACA2-Control-2; Homo sapiens; RNA-Seq"
"SRR6181704"	"NextSeq 500 sequencing; GSM2817702: MIAPACA2-Control-2; Homo sapiens; RNA-Seq"
"SRR6181706"	"NextSeq 500 sequencing; GSM2817703: MIAPACA2-Control-3; Homo sapiens; RNA-Seq"
"SRR6181709"	"NextSeq 500 sequencing; GSM2817704: MIAPACA2-Control-4; Homo sapiens; RNA-Seq"
"SRR6181711"	"NextSeq 500 sequencing; GSM2817704: MIAPACA2-Control-4; Homo sapiens; RNA-Seq"
"SRR4423254"	"Illumina HiSeq 2000 sequencing; GSM2344912: MiaPaCa2.Input.rep2; Homo sapiens; ChIP-Seq"
