accession	description
"SRR2837840"	"Illumina MiSeq paired end sequencing; Colorectal cancer genetic heterogeneity P1"
"SRR11850863"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850862"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850861"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850860"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850859"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850858"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850857"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850856"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850855"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850853"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850852"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850851"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850850"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850849"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850848"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850847"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850846"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850845"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850844"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850842"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850841"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850840"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850839"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850838"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850837"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850836"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850835"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850834"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850833"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850831"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850830"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850829"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850828"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850827"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850826"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850825"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850824"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850823"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850822"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850820"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850819"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850818"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850817"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850816"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR11850815"	"Illumina HiSeq 4000 sequencing; WES of colorectal tumor: colorectal cancer"
"SRR1425087"	"454 GS FLX Titanium sequencing; colorectal cancer"
"SRR1425089"	"454 GS FLX Titanium sequencing; colorectal cancer"
"SRR1425091"	"454 GS FLX Titanium sequencing; colorectal cancer"
"SRR1425092"	"454 GS FLX Titanium sequencing; colorectal cancer"
"SRR1425097"	"454 GS FLX Titanium sequencing; colorectal cancer"
"SRR1425098"	"454 GS FLX Titanium sequencing; colorectal cancer"
"SRR1425101"	"454 GS FLX Titanium sequencing; colorectal cancer"
"SRR1425103"	"454 GS FLX Titanium sequencing; colorectal cancer"
"SRR1425104"	"454 GS FLX Titanium sequencing; colorectal cancer"
"SRR1425106"	"454 GS FLX Titanium sequencing; colorectal cancer"
"SRR1425108"	"454 GS FLX Titanium sequencing; colorectal cancer"
"SRR1425110"	"454 GS FLX Titanium sequencing; colorectal cancer"
"SRR1425113"	"454 GS FLX Titanium sequencing; colorectal cancer"
"SRR1425115"	"454 GS FLX Titanium sequencing; colorectal cancer"
"SRR1425117"	"454 GS FLX Titanium sequencing; colorectal cancer"
"SRR1425082"	"454 GS FLX Titanium sequencing; colorectal cancer"
"SRR1425088"	"454 GS FLX Titanium sequencing; colorectal cancer"
