accession	description
"SRR8695929"	"Illumina HiSeq 4000 sequencing; QIAGEN Targeted Breast Cancer Panel : Breast"
"SRR8695927"	"Illumina HiSeq 4000 sequencing; QIAGEN Targeted Breast Cancer Panel : Breast"
"SRR8695928"	"Illumina HiSeq 4000 sequencing; QIAGEN Targeted Breast Cancer Panel : Breast"
"SRR8695926"	"Illumina HiSeq 4000 sequencing; QIAGEN Targeted Breast Cancer Panel : Breast"
"SRR1021633"	"Illumina HiSeq 2000 sequencing; breast cancer BT549"
"SRR9899119"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899114"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899112"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR6782114"	"Illumina HiSeq 2500 sequencing; breast cancer metastasis"
"SRR9899134"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899130"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899129"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899127"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899126"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899124"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899122"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899121"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899120"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899118"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899117"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899116"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899115"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899113"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899135"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899133"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899132"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899131"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899128"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899125"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR9899123"	"NextSeq 500 sequencing; WES of breast cancer"
"SRR3507169"	"Illumina HiSeq 4000 paired end sequencing; Assessment of different approaches for identification of viruses from virome sequencing data"
"SRR10427568"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427566"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427565"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427562"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427560"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427557"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427555"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427553"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427551"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427548"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427545"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427543"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427540"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427538"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427536"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427535"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427533"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427531"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427528"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427526"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427524"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427522"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427521"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427519"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427517"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427515"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427513"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427511"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427509"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427507"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427503"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427501"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427499"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427497"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427496"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427494"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427491"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427489"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
"SRR10427487"	"Illumina MiSeq sequencing; MMR genes in breast cancer"
