accession	description
"SRR10059903"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059900"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059898"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059896"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059894"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059892"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059890"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059888"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059886"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059884"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059882"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059880"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059877"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059875"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059873"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059871"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059869"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059866"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059864"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059862"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059861"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059859"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059857"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059856"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059904"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059902"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059901"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059899"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059897"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059895"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059893"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059891"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059889"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059887"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059885"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059883"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059881"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059879"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059878"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059876"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059874"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059872"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059870"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059868"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059867"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059865"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059863"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059860"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059858"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059855"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059854"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059853"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059852"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059851"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059850"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059849"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059848"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR10059847"	"Illumina HiSeq 2000 sequencing; RNA sequencing of LUSC tumours and matched normal tissue"
"SRR1159999"	"Illumina HiSeq 2000 sequencing; miRNA-Seq analysis of LUSC sample HTMCP-02-03-01003-01A-01R"
"SRR1160001"	"Illumina HiSeq 2000 sequencing; miRNA-Seq analysis of LUSC sample HTMCP-02-01-01022-01A-01R"
"SRR1160000"	"Illumina HiSeq 2000 sequencing; miRNA-Seq analysis of LUSC sample HTMCP-02-03-01002-01A-01R"
"SRR1236277"	"Illumina HiSeq 2000 sequencing; RNA-Seq analysis of LUSC sample HTMCP-02-03-01007-01A-01R"
"SRR1798898"	"Illumina HiSeq 2000 sequencing; RNA-Seq analysis of LUSC sample HTMCP-02-03-01007-01A-01R"
"SRR1798894"	"Illumina HiSeq 2000 sequencing; RNA-Seq analysis of LUSC sample HTMCP-02-04-01015-01A-01R"
"SRR1798895"	"Illumina HiSeq 2000 sequencing; RNA-Seq analysis of LUSC sample HTMCP-02-03-01010-01B-01R"
"SRR1159996"	"Illumina HiSeq 2000 sequencing; miRNA-Seq analysis of LUSC sample HTMCP-02-03-01010-01B-01R"
"SRR1159991"	"Illumina HiSeq 2000 sequencing; miRNA-Seq analysis of LUSC sample HTMCP-02-03-01017-01A-01R"
"SRR1159997"	"Illumina HiSeq 2000 sequencing; miRNA-Seq analysis of LUSC sample HTMCP-02-03-01005-01A-01R"
"SRR1160002"	"Illumina HiSeq 2000 sequencing; miRNA-Seq analysis of LUSC sample HTMCP-02-03-01007-01A-01R"
"SRR1160003"	"Illumina HiSeq 2000 sequencing; miRNA-Seq analysis of LUSC sample HTMCP-02-04-01015-01A-01R"
