accession	description
"SRR1035885"	"Illumina HiSeq 2000 sequencing; Bsseq adenocarcinoma lung"
"SRR1035887"	"Illumina HiSeq 2000 sequencing; Bsseq adenocarcinoma lung"
"SRR1035886"	"Illumina HiSeq 2000 sequencing; Bsseq adenocarcinoma lung"
"SRR11797069"	"Illumina MiSeq sequencing; 16S sequencing of lung tissues : adult lung adenocarcinoma tissue"
"SRR11797062"	"Illumina MiSeq sequencing; 16S sequencing of lung tissues : adult lung adenocarcinoma tissue"
"SRR11797055"	"Illumina MiSeq sequencing; 16S sequencing of lung tissues : adult lung adenocarcinoma tissue"
"SRR11797013"	"Illumina MiSeq sequencing; 16S sequencing of lung tissues : adult lung adenocarcinoma tissue"
"SRR11797045"	"Illumina MiSeq sequencing; 16S sequencing of lung tissues : adult lung adenocarcinoma tissue"
"SRR11797039"	"Illumina MiSeq sequencing; 16S sequencing of lung tissues : adult lung adenocarcinoma tissue"
"SRR11797068"	"Illumina MiSeq sequencing; 16S sequencing of lung tissues : healthy lung tissue in lung adenocarcinoma patient"
"SRR11797061"	"Illumina MiSeq sequencing; 16S sequencing of lung tissues : healthy lung tissue in lung adenocarcinoma patient"
"SRR11797054"	"Illumina MiSeq sequencing; 16S sequencing of lung tissues : healthy lung tissue in lung adenocarcinoma patient"
"SRR11797044"	"Illumina MiSeq sequencing; 16S sequencing of lung tissues : healthy lung tissue in lung adenocarcinoma patient"
"SRR11797002"	"Illumina MiSeq sequencing; 16S sequencing of lung tissues : healthy lung tissue in lung adenocarcinoma patient"
"SRR11797038"	"Illumina MiSeq sequencing; 16S sequencing of lung tissues : healthy lung tissue in lung adenocarcinoma patient"
"SRR12974213"	"Illumina HiSeq 2000 sequencing; exome sequencing of human lung adenocarcinoma metastasis to lung"
"SRR12974204"	"Illumina HiSeq 2000 sequencing; exome sequencing of human lung adenocarcinoma metastasis to lung"
"SRR870983"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR870984"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR870999"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR871000"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR871001"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR871002"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR871003"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR871004"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR871005"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR871006"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR871007"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR871008"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR871009"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR871010"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR871011"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR871012"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR871013"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR871014"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR870985"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR870986"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR870987"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR870988"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR870989"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR870990"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR870991"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR870992"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR870993"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR870994"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR870995"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR870996"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR870997"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR8589054"	"NextSeq 500 sequencing; RNA of Mus musculus: lung adenocarcinoma"
"SRR8589053"	"NextSeq 500 sequencing; RNA of Mus musculus: lung adenocarcinoma"
"SRR8589052"	"NextSeq 500 sequencing; RNA of Mus musculus: lung adenocarcinoma"
"SRR8589051"	"NextSeq 500 sequencing; RNA of Mus musculus: lung adenocarcinoma"
"SRR8589050"	"NextSeq 500 sequencing; RNA of Mus musculus: lung adenocarcinoma"
"SRR8589048"	"NextSeq 500 sequencing; RNA of Mus musculus: lung adenocarcinoma"
"SRR8589047"	"NextSeq 500 sequencing; RNA of Mus musculus: lung adenocarcinoma"
"SRR8589044"	"NextSeq 500 sequencing; RNA of Mus musculus: lung adenocarcinoma"
"SRR8589042"	"NextSeq 500 sequencing; RNA of Mus musculus: lung adenocarcinoma"
"SRR870998"	"Illumina HiSeq 2000 sequencing; Exome Seqeucning of Lung Adenocarcinoma"
"SRR8589049"	"NextSeq 500 sequencing; RNA of Mus musculus: lung adenocarcinoma"
"SRR8589043"	"NextSeq 500 sequencing; RNA of Mus musculus: lung adenocarcinoma"
"SRR8589041"	"NextSeq 500 sequencing; RNA of Mus musculus: lung adenocarcinoma"
"SRR13125636"	"Illumina MiSeq sequencing; 16S gene amplicon sequencing of human lung tissues :  lung adenocarcinoma tissue"
"SRR13125630"	"Illumina MiSeq sequencing; 16S gene amplicon sequencing of human lung tissues :  lung adenocarcinoma tissue"
"SRR13125620"	"Illumina MiSeq sequencing; 16S gene amplicon sequencing of human lung tissues :  lung adenocarcinoma tissue"
"SRR13125616"	"Illumina MiSeq sequencing; 16S gene amplicon sequencing of human lung tissues :  lung adenocarcinoma tissue"
"SRR13125613"	"Illumina MiSeq sequencing; 16S gene amplicon sequencing of human lung tissues :  lung adenocarcinoma tissue"
"SRR13125610"	"Illumina MiSeq sequencing; 16S gene amplicon sequencing of human lung tissues :  lung adenocarcinoma tissue"
"SRR13125626"	"Illumina MiSeq sequencing; 16S gene amplicon sequencing of human lung tissues :  lung adenocarcinoma tissue"
"SRR13125623"	"Illumina MiSeq sequencing; 16S gene amplicon sequencing of human lung tissues :  lung adenocarcinoma tissue"
"SRR13125617"	"Illumina MiSeq sequencing; 16S gene amplicon sequencing of human lung tissues :  lung adenocarcinoma tissue"
"SRR13125659"	"Illumina MiSeq sequencing; 16S gene amplicon sequencing of human lung tissues :  lung adenocarcinoma tissue"
"SRR13125646"	"Illumina MiSeq sequencing; 16S gene amplicon sequencing of human lung tissues :  lung adenocarcinoma tissue"
"SRR13125683"	"Illumina MiSeq sequencing; 16S gene amplicon sequencing of human lung tissues :  lung adenocarcinoma tissue"
"SRR13125673"	"Illumina MiSeq sequencing; 16S gene amplicon sequencing of human lung tissues :  lung adenocarcinoma tissue"
"SRR13125669"	"Illumina MiSeq sequencing; 16S gene amplicon sequencing of human lung tissues :  lung adenocarcinoma tissue"
"SRR13125666"	"Illumina MiSeq sequencing; 16S gene amplicon sequencing of human lung tissues :  lung adenocarcinoma tissue"
"SRR13125656"	"Illumina MiSeq sequencing; 16S gene amplicon sequencing of human lung tissues :  lung adenocarcinoma tissue"
"SRR13125649"	"Illumina MiSeq sequencing; 16S gene amplicon sequencing of human lung tissues :  lung adenocarcinoma tissue"
"SRR13125643"	"Illumina MiSeq sequencing; 16S gene amplicon sequencing of human lung tissues :  lung adenocarcinoma tissue"
"SRR10360753"	"NextSeq 500 sequencing; scRNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360746"	"NextSeq 500 sequencing; RNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360745"	"NextSeq 500 sequencing; RNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360742"	"NextSeq 500 sequencing; RNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360741"	"NextSeq 500 sequencing; RNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360740"	"NextSeq 500 sequencing; RNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360739"	"NextSeq 500 sequencing; RNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360738"	"NextSeq 500 sequencing; RNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360737"	"NextSeq 500 sequencing; RNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360736"	"NextSeq 500 sequencing; scRNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360735"	"NextSeq 500 sequencing; RNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360734"	"NextSeq 500 sequencing; RNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360733"	"NextSeq 500 sequencing; RNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360732"	"NextSeq 500 sequencing; RNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360731"	"NextSeq 500 sequencing; RNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360730"	"NextSeq 500 sequencing; RNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360729"	"NextSeq 500 sequencing; RNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360728"	"NextSeq 500 sequencing; RNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360723"	"NextSeq 500 sequencing; RNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360715"	"NextSeq 500 sequencing; scRNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360714"	"NextSeq 500 sequencing; scRNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360713"	"NextSeq 500 sequencing; scRNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360712"	"NextSeq 500 sequencing; scRNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360711"	"NextSeq 500 sequencing; scRNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR10360706"	"NextSeq 500 sequencing; scRNA-seq of Mus musculus: lung adenocarcinoma, CAFs"
"SRR12363441"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens primary lung adenocarcinoma"
"SRR12363437"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens primary lung adenocarcinoma"
"SRR12363435"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens primary lung adenocarcinoma"
"SRR12363434"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens primary lung adenocarcinoma"
"SRR12363433"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens primary lung adenocarcinoma"
"SRR12363431"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens primary lung adenocarcinoma"
"SRR12363430"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens primary lung adenocarcinoma"
"SRR12363428"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens primary lung adenocarcinoma"
"SRR12363427"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens primary lung adenocarcinoma"
"SRR12363426"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens primary lung adenocarcinoma"
"SRR12363425"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens primary lung adenocarcinoma"
"SRR12363424"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens primary lung adenocarcinoma"
"SRR12363423"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens primary lung adenocarcinoma"
"SRR12363422"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens primary lung adenocarcinoma"
"SRR12363418"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens primary lung adenocarcinoma"
"SRR12363417"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens primary lung adenocarcinoma"
"SRR10913921"	"Illumina NovaSeq 6000 sequencing; WES of lung adenocarcinoma: adult male P1"
"SRR10615796"	"Illumina HiSeq 2500 sequencing; RNA-Seq of lung adenocarcinoma tumor 1"
"SRR10615793"	"Illumina HiSeq 2500 sequencing; RNA-Seq of lung adenocarcinoma tumor 12"
