accession	description
"ERR2681872"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681875"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681876"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681878"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681880"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681881"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681882"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681883"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681884"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681885"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681887"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681888"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681892"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681893"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681895"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681897"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681899"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681901"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681907"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681909"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681911"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681913"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681915"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681916"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681918"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681921"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681925"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681927"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681929"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681930"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681931"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681933"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681935"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681871"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681873"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681874"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681877"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681879"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681886"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681889"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681890"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681891"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681894"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681896"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681898"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681900"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681902"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681903"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681904"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681905"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681866"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681867"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681868"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681869"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681870"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
"ERR2681862"	"Illumina HiSeq 2000 sequencing; RNA profilling of non-small cell lung cancer"
