accession	description
"SRR8783967"	"Illumina HiSeq 2500 sequencing; Urothelial Carcinoma Metastasis Bladder patient1: Sample LTUC_1_Liver_1"
"SRR8783970"	"Illumina HiSeq 2500 sequencing; Urothelial Carcinoma Metastasis Bladder patient1: Sample LTUC_1_Lymph_node_2"
"SRR8783968"	"Illumina HiSeq 2500 sequencing; Urothelial Carcinoma Metastasis Bladder patient1: Sample LTUC_1_Liver_2"
"SRR8783969"	"Illumina HiSeq 2500 sequencing; Urothelial Carcinoma Metastasis Bladder patient1: Sample LTUC_1_Lymph_node_1"
"SRR8783971"	"Illumina HiSeq 2500 sequencing; Urothelial Carcinoma Primary  Bladder patient1: Sample LTUC_1_Primary"
"SRR8783972"	"Illumina HiSeq 2500 sequencing; Urothelial Carcinoma Primary  Bladder  patient 2: Sample LTUC_2_FFPE"
"SRR8783973"	"Illumina HiSeq 2500 sequencing; Urothelial Carcinoma Metastasis Bladder patient 2: Sample LTUC_2_Frozen"
"SRR8783975"	"Illumina HiSeq 2500 sequencing; Urothelial Carcinoma Metastasis Bladder patient 2: Sample LTUC_2_Liver_1"
"SRR8783977"	"Illumina HiSeq 2500 sequencing; Urothelial Carcinoma Metastasis Bladder patient 2: Sample LTUC_2_Lymph_node_1"
"SRR8783984"	"Illumina HiSeq 2500 sequencing; Urothelial Carcinoma Metastasis Bladder  patient 3: Sample LTUC_3_Pleura_1"
"SRR8783986"	"Illumina HiSeq 2500 sequencing; Urothelial Carcinoma Primary  Bladder  patient 3: Sample LTUC_3_Primary"
"SRR8783988"	"Illumina HiSeq 2500 sequencing; Urothelial Carcinoma Metastasis Bladder  patient 4: Sample LTUC_4_Lung"
"SRR8783990"	"Illumina HiSeq 2500 sequencing; Urothelial Carcinoma Metastasis Bladder  patient 4: Sample LTUC_4_Omentum_1"
"SRR8783992"	"Illumina HiSeq 2500 sequencing; Urothelial Carcinoma Primary  Bladder  patient 4: Sample LTUC_4_Primary"
"SRR8783974"	"Illumina HiSeq 2500 sequencing; Urothelial Carcinoma Metastasis Bladder patient 2: Sample LTUC_2_Intestine"
"SRR8783976"	"Illumina HiSeq 2500 sequencing; Urothelial Carcinoma Metastasis Bladder patient 2: Sample LTUC_2_Liver_2"
"SRR8783978"	"Illumina HiSeq 2500 sequencing; Urothelial Carcinoma Metastasis Bladder patient 2: Sample LTUC_2_Lymph_node_2"
"SRR8783980"	"Illumina HiSeq 2500 sequencing; Urothelial Carcinoma Primary Bladder patient 2: Sample LTUC_2_Primary"
