accession	description
"ERR2603466"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603467"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603469"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603471"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603473"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603475"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603477"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603479"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603481"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603483"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603486"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603488"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603491"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603493"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603495"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603497"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603499"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603500"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603502"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603522"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603524"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603526"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603527"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603531"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603533"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603535"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603536"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603539"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603541"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603542"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603545"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603547"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603552"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603554"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603556"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603557"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603559"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603561"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603563"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603564"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603566"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603567"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603506"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603507"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603509"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603510"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603512"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603514"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603515"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603518"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603520"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603521"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603468"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603470"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603472"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603474"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603476"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
"ERR2603478"	"Illumina HiSeq 2500 sequencing; Expression profiling of pancreatic ductal adenocarcinoma"
