accession	description
"SRR3056095"	"Illumina HiSeq 2500 sequencing; Target capture sequencing of bladder cancer patients"
"SRR13690541"	"NextSeq 500 sequencing; &quot;Tumor WXS in patients with small cell cancer, tumors in bladder mass&quot;: Sample NCI_43"
"SRR13690502"	"NextSeq 500 sequencing; &quot;Tumor RNA-seq in patients with small cell cancer, tumors in bladder mass&quot;: Sample NCI_43"
"SRR10430420"	"Illumina HiSeq 4000 sequencing; RNA-Seq of human bladder cancer patient: urinary bladder"
"SRR10430419"	"Illumina HiSeq 4000 sequencing; RNA-Seq of human bladder cancer patient: urinary bladder"
"SRR10430418"	"Illumina HiSeq 4000 sequencing; RNA-Seq of human bladder cancer patient: urinary bladder"
"SRR10430417"	"Illumina HiSeq 4000 sequencing; RNA-Seq of human bladder cancer patient: urinary bladder"
"SRR10430416"	"Illumina HiSeq 4000 sequencing; RNA-Seq of human bladder cancer patient: urinary bladder"
"SRR10430415"	"Illumina HiSeq 4000 sequencing; RNA-Seq of human bladder cancer patient: urinary bladder"
"SRR10430414"	"Illumina HiSeq 4000 sequencing; RNA-Seq of human bladder cancer patient: urinary bladder"
"SRR10430413"	"Illumina HiSeq 4000 sequencing; RNA-Seq of human bladder cancer patient: urinary bladder"
"SRR10430412"	"Illumina HiSeq 4000 sequencing; RNA-Seq of human bladder cancer patient: urinary bladder"
"SRR10430411"	"Illumina HiSeq 4000 sequencing; RNA-Seq of human bladder cancer patient: urinary bladder"
"SRR292100"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292118"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292101"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292102"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292109"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292110"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292111"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292116"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292107"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292131"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292137"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292121"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292123"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292124"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292133"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292134"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292127"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292128"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292141"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292129"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292130"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292147"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR292143"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR14689284"	"Illumina HiSeq 4000 sequencing; MeRIP-seq of bladder cancer"
"SRR14689281"	"Illumina HiSeq 4000 sequencing; MeRIP-seq of bladder cancer"
"SRR14689278"	"Illumina HiSeq 4000 sequencing; MeRIP-seq of bladder cancer"
"SRR14689277"	"Illumina HiSeq 4000 sequencing; MeRIP-seq of bladder cancer"
"SRR290622"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
"SRR290634"	"Illumina Genome Analyzer II sequencing; bladder cancer exomes sequencing"
