accession	description
"SRR6033277"	"NextSeq 500 sequencing; Hepatocellular carcinoma-HCV associated"
"SRR6861547"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1126034_IDTcap46"
"SRR6861550"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209074_IDTcap46"
"SRR6861551"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1125160_IDTcap46"
"SRR6861553"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209009_IDTcap46"
"SRR6861554"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209075_IDTcap46"
"SRR6861558"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209077_IDTcap46"
"SRR6861561"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1032908_IDTcap46"
"SRR6861565"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209010_IDTcap46"
"SRR6861566"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209012_IDTcap46"
"SRR6861568"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1108156_IDTcap46"
"SRR6861569"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1108241_IDTcap46"
"SRR6861572"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209005_IDTcap46"
"SRR6861573"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1030868_IDTcap46"
"SRR6861575"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1032910_IDTcap46"
"SRR6861576"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1108244_IDTcap46"
"SRR6861579"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1030871_IDTcap46"
"SRR6861582"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209073_IDTcap46"
"SRR6861585"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1213493_IDTcap46"
"SRR6861586"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1213496_IDTcap46"
"SRR6861588"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1210871_IDTcap46"
"SRR6861589"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1210866_IDTcap46"
"SRR6861591"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1213495_IDTcap46"
"SRR6861592"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1215889_IDTcap46"
"SRR6861594"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1213494_IDTcap46"
"SRR6861595"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303387_IDTcap46"
"SRR6861597"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209080_IDTcap46"
"SRR6861598"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209081_IDTcap46"
"SRR6861599"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209078_IDTcap46"
"SRR6861600"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209079_IDTcap46"
"SRR6861604"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209015_IDTcap46"
"SRR6861607"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1034070_IDTcap46"
"SRR6861608"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209065_IDTcap46"
"SRR6861609"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303383_IDTcap46"
"SRR6861611"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303386_IDTcap46"
"SRR6861613"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303390_IDTcap46"
"SRR6861614"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303392_IDTcap46"
"SRR6861616"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303394_IDTcap46"
"SRR6861618"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303397_IDTcap46"
"SRR6861621"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303401_IDTcap46"
"SRR6861623"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303403_IDTcap46"
"SRR6861626"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1308273_IDTcap46"
"SRR6861628"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1308274_IDTcap46"
"SRR6861631"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1308277_IDTcap46"
"SRR6861632"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303382_IDTcap46"
"SRR6861634"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303399_IDTcap46"
"SRR6861635"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1308275_IDTcap46"
"SRR6861636"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303384_IDTcap46"
"SRR6861638"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303389_IDTcap46"
"SRR6861548"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209072_IDTcap46"
"SRR6861549"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209014_IDTcap46"
"SRR6861552"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1210869_IDTcap46"
"SRR6861555"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209008_IDTcap46"
"SRR6861556"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209071_IDTcap46"
"SRR6861557"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209076_IDTcap46"
"SRR6861559"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1032906_IDTcap46"
"SRR6861560"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1032907_IDTcap46"
"SRR6861562"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1108155_IDTcap46"
"SRR6861563"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1034074_IDTcap46"
"SRR6861567"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1030864_IDTcap46"
"SRR6861570"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209017_IDTcap46"
"SRR6861571"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1030866_IDTcap46"
"SRR6861577"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1030869_IDTcap46"
"SRR6861578"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209018_IDTcap46"
"SRR6861580"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1030872_IDTcap46"
"SRR6861581"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209068_IDTcap46"
"SRR6861583"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209069_IDTcap46"
"SRR6861584"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209070_IDTcap46"
"SRR6861587"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1210867_IDTcap46"
"SRR6861590"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1210868_IDTcap46"
"SRR6861593"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1125171_IDTcap46"
"SRR6861596"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303391_IDTcap46"
"SRR6861601"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209083_IDTcap46"
"SRR6861602"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1209084_IDTcap46"
"SRR6861603"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1030874_IDTcap46"
"SRR6861605"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1030875_IDTcap46"
"SRR6861606"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1032912_IDTcap46"
"SRR6861610"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303385_IDTcap46"
"SRR6861612"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303388_IDTcap46"
"SRR6861615"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303393_IDTcap46"
"SRR6861617"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303395_IDTcap46"
"SRR6861619"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303398_IDTcap46"
"SRR6861620"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303400_IDTcap46"
"SRR6861622"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303402_IDTcap46"
"SRR6861624"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1308272_IDTcap46"
"SRR6861625"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1308276_IDTcap46"
"SRR6861627"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1308281_IDTcap46"
"SRR6861629"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1308279_IDTcap46"
"SRR6861630"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1308280_IDTcap46"
"SRR6861633"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1308278_IDTcap46"
"SRR6861637"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample 1303396_IDTcap46"
"SRR6816097"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C182_cap73"
"SRR6816099"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C185_cap73"
"SRR6816100"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C187_cap73"
"SRR6816101"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C188_cap73"
"SRR6816102"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C189_cap73"
"SRR6816103"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C190_cap73"
"SRR6816105"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C192_cap73"
"SRR6816107"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C194_cap73"
"SRR6816108"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C195_cap73"
"SRR7193928"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C184_cap73"
"SRR6816041"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample 1309723_cap73"
"SRR6816043"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample 1309728_cap73"
"SRR6816045"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample 1309730_cap73"
"SRR6816047"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C108_cap73"
"SRR6816050"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C113_cap73"
"SRR6816052"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C116_cap73"
"SRR6816054"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C118_cap73"
"SRR6816057"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C126_cap73"
"SRR6816059"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C128_cap73"
"SRR6816061"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C131_cap73"
"SRR6816063"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C134_cap73"
"SRR6816064"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C136_cap73"
"SRR6816066"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C139_cap73"
"SRR6816068"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C142_cap73"
"SRR6816072"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C150_cap73"
"SRR6816074"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C153_cap73"
"SRR6816076"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C155_cap73"
"SRR6816079"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C159_cap73"
"SRR6816081"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C161_cap73"
"SRR6816083"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C163_cap73"
"SRR6816085"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C165_cap73"
"SRR6816087"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C169_cap73"
"SRR6816090"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C174_cap73"
"SRR6816091"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C176_cap73"
"SRR6816093"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C178_cap73"
"SRR6816095"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C180_cap73"
"SRR6816096"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C181_cap73"
"SRR6816098"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C183_cap73"
"SRR6816104"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C191_cap73"
"SRR6816106"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C193_cap73"
"SRR6816109"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C196_cap73"
"SRR6861564"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample S.11792_IDTcap46"
"SRR6861574"	"Illumina MiSeq sequencing; Genomics of Hepatocellular Carcinoma: Sample S.11736_IDTcap46"
"SRR6816040"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample 1309721_cap73"
"SRR6816042"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample 1309727_cap73"
"SRR6816044"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample 1309729_cap73"
"SRR6816046"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C107_cap73"
"SRR6816048"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C109_cap73"
"SRR6816049"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C110_cap73"
"SRR6816051"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C114_cap73"
"SRR6816053"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C117_cap73"
"SRR6816055"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C122_cap73"
"SRR6816056"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C124_cap73"
"SRR6816058"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C127_cap73"
"SRR6816060"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C130_cap73"
"SRR6816062"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C133_cap73"
"SRR6816065"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C137_cap73"
"SRR6816067"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C140_cap73"
"SRR6816069"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C143_cap73"
"SRR6816070"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C145_cap73"
"SRR6816071"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C149_cap73"
"SRR6816073"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C151_cap73"
"SRR6816075"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C154_cap73"
"SRR6816077"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C156_cap73"
"SRR6816078"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C157_cap73"
"SRR6816080"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C160_cap73"
"SRR6816082"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C162_cap73"
"SRR6816084"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C164_cap73"
"SRR6816086"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C168_cap73"
"SRR6816088"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C170_cap73"
"SRR6816089"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C172_cap73"
"SRR6816092"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C177_cap73"
"SRR6816094"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C179_cap73"
"SRR7193926"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C135_cap73"
"SRR7193927"	"Illumina HiSeq 2000 sequencing; Genomics of Hepatocellular Carcinoma: Sample C186_cap73"
"SRR12676377"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676375"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676373"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676369"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676368"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676364"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676363"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676360"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676357"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676350"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676349"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676346"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676345"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676343"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676342"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676339"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676338"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676337"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676335"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676334"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676331"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676330"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676329"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676326"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676324"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676323"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
"SRR12676321"	"Illumina MiSeq sequencing; Target-Capture of HBV integration in Hepatocellular Carcinoma"
