accession	description
"SRR9661144"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample N1"
"SRR9661145"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample N10"
"SRR9661162"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample T12"
"SRR9661163"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample T13"
"SRR9661164"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample T14"
"SRR9661165"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample T15"
"SRR9661166"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample T2"
"SRR9661167"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample T3"
"SRR9661168"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample T4"
"SRR9661169"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample T5"
"SRR9661170"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample T6"
"SRR9661171"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample T7"
"SRR9661172"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample T8"
"SRR9661173"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample T9"
"SRR9661146"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample N11"
"SRR9661147"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample N12"
"SRR9661148"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample N13"
"SRR9661149"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample N14"
"SRR9661150"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample N15"
"SRR9661151"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample N2"
"SRR9661152"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample N3"
"SRR9661153"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample N4"
"SRR9661154"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample N5"
"SRR9661155"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample N6"
"SRR9661157"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample N8"
"SRR9661158"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample N9"
"SRR9661159"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample T1"
"SRR9661160"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample T10"
"SRR9661161"	"Illumina HiSeq 2000 sequencing; Sequencing of Cervical Cancer: Sample T11"
"SRR7663630"	"Illumina HiSeq 4000 sequencing; Human cervical cancer cell line C33A"
"SRR9924750"	"Illumina HiSeq 4000 sequencing; Human cervical cancer cell line CaSki"
"SRR7939958"	"NextSeq 500 sequencing; RNA seq of cervical cancer cell line"
"SRR7939952"	"NextSeq 500 sequencing; RNA seq of cervical cancer cell line"
"SRR13780910"	"NextSeq 550 sequencing; WXS of 3775 Cervical Cancer sample: Sample 3775T_exome"
"ERR3239240"	"NextSeq 500 sequencing; MeDIP and hMeDIP-seq of human cervical cancer"
"ERR3239243"	"NextSeq 500 sequencing; MeDIP and hMeDIP-seq of human cervical cancer"
"ERR3239244"	"NextSeq 500 sequencing; MeDIP and hMeDIP-seq of human cervical cancer"
"ERR3239246"	"NextSeq 500 sequencing; MeDIP and hMeDIP-seq of human cervical cancer"
