accession	description
"SRR2918612"	"454 GS FLX sequencing; Transcriptome Analysis of Smooth Cordgrass, A Monocot Halophyte, Reveals Candidate Genes Involved in its Adaptation to Salinity"
"SRR3501848"	"Illumina HiSeq 2000 sequencing; GSM2152049: SARC M-1 RNA; Metallosphaera sedula; RNA-Seq"
"SRR10258010"	"Illumina HiSeq 3000 sequencing; GSM4116621: Cren7 SARC-I at pH 3 - 1; Saccharolobus solfataricus; ChIP-Seq"
"SRR10258012"	"Illumina HiSeq 3000 sequencing; GSM4116623: Cren7 SARC-I at pH 3 - 3; Saccharolobus solfataricus; ChIP-Seq"
"SRR10258014"	"Illumina HiSeq 3000 sequencing; GSM4116625: Cren7 SARC-I at pH 1 - 1; Saccharolobus solfataricus; ChIP-Seq"
"SRR10258015"	"Illumina HiSeq 3000 sequencing; GSM4116626: Cren7 SARC-I at pH 1 - 2; Saccharolobus solfataricus; ChIP-Seq"
"SRR10258022"	"Illumina HiSeq 3000 sequencing; GSM4116633: Sso7D SARC-I at pH 3 - 1; Saccharolobus solfataricus; ChIP-Seq"
"SRR10258024"	"Illumina HiSeq 3000 sequencing; GSM4116635: Sso7D SARC-I at pH 3 - 3; Saccharolobus solfataricus; ChIP-Seq"
"SRR10284948"	"Illumina HiSeq 3000 sequencing; GSM4116637: Sso7D SARC-I at pH 1 - 1; Saccharolobus solfataricus; ChIP-Seq"
"SRR10258028"	"Illumina HiSeq 3000 sequencing; GSM4116639: Sso7D SARC-I at pH 1 - 3; Saccharolobus solfataricus; ChIP-Seq"
"SRR10258011"	"Illumina HiSeq 3000 sequencing; GSM4116622: Cren7 SARC-I at pH 3 - 2; Saccharolobus solfataricus; ChIP-Seq"
"SRR10258016"	"Illumina HiSeq 3000 sequencing; GSM4116627: Cren7 SARC-I at pH 1 - 3; Saccharolobus solfataricus; ChIP-Seq"
"SRR10258023"	"Illumina HiSeq 3000 sequencing; GSM4116634: Sso7D SARC-I at pH 3 - 2; Saccharolobus solfataricus; ChIP-Seq"
"SRR10284949"	"Illumina HiSeq 3000 sequencing; GSM4116638: Sso7D SARC-I at pH 1 - 2; Saccharolobus solfataricus; ChIP-Seq"
"SRR10258017"	"Illumina HiSeq 3000 sequencing; GSM4116628: Cren7 SARC-I at pH 1 - input DNA; Saccharolobus solfataricus; ChIP-Seq"
"SRR10258029"	"Illumina HiSeq 3000 sequencing; GSM4116640: Sso7D SARC-I at pH 1 - input DNA; Saccharolobus solfataricus; ChIP-Seq"
"SRR10258013"	"Illumina HiSeq 3000 sequencing; GSM4116624: Cren7 SARC-I at pH 3 - input DNA; Saccharolobus solfataricus; ChIP-Seq"
"SRR10258025"	"Illumina HiSeq 3000 sequencing; GSM4116636: Sso7D SARC-I at pH 3 - input DNA; Saccharolobus solfataricus; ChIP-Seq"
"SRR5926896"	"Illumina HiSeq 2500 paired end sequencing; NHGRI_ClinicalCancerSequencing Illumina random exon sequencing of &apos;genomic DNA&apos; paired-end library &apos;0173520440_Illumina_P5-Poded_P7-Rojan&apos; containing sample &apos;Sarcoma-PD1_responder01-PreTreatment&apos; from subject &apos;SARC-Sarcoma-PD1_responder-01&apos;"
"SRR5926897"	"Illumina HiSeq 2500 paired end sequencing; NHGRI_ClinicalCancerSequencing Illumina random exon sequencing of &apos;genomic DNA&apos; paired-end library &apos;0175073091_Illumina_P5-Wexoj_P7-Pahol&apos; containing sample &apos;Sarcoma-PD1_responder01-PostResistance&apos; from subject &apos;SARC-Sarcoma-PD1_responder-01&apos;"
"SRR5926898"	"Illumina HiSeq 2500 paired end sequencing; NHGRI_ClinicalCancerSequencing Illumina random exon sequencing of &apos;genomic DNA&apos; paired-end library &apos;0175073291_Illumina_P5-Yahih_P7-Zepon&apos; containing sample &apos;Sarcoma-PD1_responder01-Blood&apos; from subject &apos;SARC-Sarcoma-PD1_responder-01&apos;"
