accession	description
"SRR10492852"	"Illumina HiSeq 2500 sequencing; Duplex Sequencing of Homo sapiens Glioblastoma Multiforme"
"SRR10492848"	"Illumina HiSeq 2500 sequencing; Duplex Sequencing of Homo sapiens Glioblastoma Multiforme"
"SRR10492851"	"Illumina HiSeq 2500 sequencing; Duplex Sequencing of Homo sapiens Glioblastoma Multiforme"
"SRR10492850"	"Illumina HiSeq 2500 sequencing; Duplex Sequencing of Homo sapiens Glioblastoma Multiforme"
"SRR10492849"	"Illumina HiSeq 2500 sequencing; Duplex Sequencing of Homo sapiens Glioblastoma Multiforme"
"SRR14162407"	"Illumina MiSeq sequencing; miRNA-Seq of exosomes from Glioblastoma Multiforme Cells (Negative Control)"
"SRR14162406"	"Illumina MiSeq sequencing; miRNA-Seq of exosomes from Glioblastoma Multiforme Cells (Stimulated Cells)"
"SRR14162404"	"Illumina MiSeq sequencing; miRNA-Seq of exosomes from Glioblastoma Multiforme Cells (Stimulated Cells)"
"SRR2003934"	"Illumina HiSeq 2000 sequencing; RNA-Seq analysis of brain glioblastoma multiforme sample GBM_71 (A29408)"
"SRR2003926"	"Illumina HiSeq 2000 sequencing; RNA-Seq analysis of brain glioblastoma multiforme sample GBM_112 (A29449)"
"SRR2003927"	"Illumina HiSeq 2000 sequencing; RNA-Seq analysis of brain glioblastoma multiforme sample GBM_101 (A29438)"
"SRR2003936"	"Illumina HiSeq 2000 sequencing; RNA-Seq analysis of brain glioblastoma multiforme sample GBM_66 (A29403)"
"SRR2003928"	"Illumina HiSeq 2000 sequencing; RNA-Seq analysis of brain glioblastoma multiforme sample GBM_63 (A29400)"
"SRR2003923"	"Illumina HiSeq 2000 sequencing; RNA-Seq analysis of brain glioblastoma multiforme sample GBM_103 (A29440)"
"SRR2003931"	"Illumina HiSeq 2000 sequencing; RNA-Seq analysis of brain glioblastoma multiforme sample GBM_64 (A29401)"
"SRR2003932"	"Illumina HiSeq 2000 sequencing; RNA-Seq analysis of brain glioblastoma multiforme sample GBM_95 (A29432)"
"SRR2003935"	"Illumina HiSeq 2000 sequencing; RNA-Seq analysis of brain glioblastoma multiforme sample GBM_67 (A29404)"
"SRR2003933"	"Illumina HiSeq 2000 sequencing; RNA-Seq analysis of brain glioblastoma multiforme sample GBM_58 (A29395)"
"SRR2003925"	"Illumina HiSeq 2000 sequencing; RNA-Seq analysis of brain glioblastoma multiforme sample GBM_100 (A29437)"
"SRR2003930"	"Illumina HiSeq 2000 sequencing; RNA-Seq analysis of brain glioblastoma multiforme sample GBM_62 (A29399)"
"SRR2003929"	"Illumina HiSeq 2000 sequencing; RNA-Seq analysis of brain glioblastoma multiforme sample GBM_54 (A29391)"
"SRR2003924"	"Illumina HiSeq 2000 sequencing; RNA-Seq analysis of brain glioblastoma multiforme sample GBM_107 (A29444)"
"SRR6315276"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Glioblastoma Multiforme"
"SRR6315274"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Glioblastoma Multiforme"
"SRR6315266"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Glioblastoma Multiforme"
"SRR6315262"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Glioblastoma Multiforme"
"SRR6315008"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Glioblastoma Multiforme"
"SRR6314900"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Glioblastoma Multiforme"
"SRR6314455"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Glioblastoma Multiforme"
"SRR6314440"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Glioblastoma Multiforme"
"SRR6314406"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Glioblastoma Multiforme"
"SRR6314588"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Glioblastoma Multiforme"
"SRR6314573"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Glioblastoma Multiforme"
"SRR6314718"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Glioblastoma Multiforme"
"SRR6314711"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Glioblastoma Multiforme"
"SRR6314683"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Glioblastoma Multiforme"
"SRR6314931"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Glioblastoma Multiforme"
"SRR6316743"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Glioblastoma Multiforme"
"SRR6316905"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Glioblastoma Multiforme"
"SRR6316884"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Glioblastoma Multiforme"
"SRR6316853"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Glioblastoma Multiforme"
"SRR6314641"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Glioblastoma Multiforme"
"SRR6314570"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &lt;30 years old Glioblastoma Multiforme"
"SRR6314553"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &gt;71 years old Glioblastoma Multiforme"
"SRR6314720"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Glioblastoma Multiforme"
"SRR6314943"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Glioblastoma Multiforme"
"SRR6314939"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &lt;30 years old Glioblastoma Multiforme"
"SRR6315118"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Glioblastoma Multiforme"
"SRR6315064"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Glioblastoma Multiforme"
"SRR6315164"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &lt;30 years old Glioblastoma Multiforme"
"SRR6315156"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Glioblastoma Multiforme"
"SRR6314609"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Glioblastoma Multiforme"
"SRR6315005"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &gt;71 years old Glioblastoma Multiforme"
"SRR6314995"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Glioblastoma Multiforme"
"SRR6314966"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &gt;71 years old Glioblastoma Multiforme"
"SRR6315212"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Glioblastoma Multiforme"
"SRR6315194"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Glioblastoma Multiforme"
"SRR6314346"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Glioblastoma Multiforme"
"SRR6316599"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Glioblastoma Multiforme"
"SRR6316937"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &gt;71 years old Glioblastoma Multiforme"
"SRR6316915"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Glioblastoma Multiforme"
"SRR6314628"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &lt;30 years old Glioblastoma Multiforme"
"SRR6314624"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Glioblastoma Multiforme"
"SRR6314615"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Glioblastoma Multiforme"
"SRR6316782"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &gt;71 years old Glioblastoma Multiforme"
"SRR6316951"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Glioblastoma Multiforme"
"SRR6314343"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &lt;30 years old Glioblastoma Multiforme"
"SRR6314920"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Glioblastoma Multiforme"
"SRR6314905"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &gt;71 years old Glioblastoma Multiforme"
"SRR6315198"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Glioblastoma Multiforme"
"SRR6315190"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Glioblastoma Multiforme"
"SRR6315181"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Glioblastoma Multiforme"
"SRR6315148"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Glioblastoma Multiforme"
"SRR6315040"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Glioblastoma Multiforme"
"SRR6315242"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Glioblastoma Multiforme"
"SRR6316753"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &lt;30 years old Glioblastoma Multiforme"
"SRR6316749"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Glioblastoma Multiforme"
"SRR6316697"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Glioblastoma Multiforme"
"SRR6316678"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Glioblastoma Multiforme"
"SRR6316615"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Glioblastoma Multiforme"
"SRR6316801"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Glioblastoma Multiforme"
"ERR3163225"	"Illumina HiSeq 1500 sequencing; Cytosine methylation of mature microRNAs inhibits their functions and is associated with poor prognosis in glioblastoma multiforme"
"ERR3163226"	"Illumina HiSeq 1500 sequencing; Cytosine methylation of mature microRNAs inhibits their functions and is associated with poor prognosis in glioblastoma multiforme"
"ERR3163228"	"Illumina HiSeq 1500 sequencing; Cytosine methylation of mature microRNAs inhibits their functions and is associated with poor prognosis in glioblastoma multiforme"
"ERR3163229"	"Illumina HiSeq 1500 sequencing; Cytosine methylation of mature microRNAs inhibits their functions and is associated with poor prognosis in glioblastoma multiforme"
"ERR3163230"	"Illumina HiSeq 1500 sequencing; Cytosine methylation of mature microRNAs inhibits their functions and is associated with poor prognosis in glioblastoma multiforme"
"ERR3163227"	"Illumina HiSeq 1500 sequencing; Cytosine methylation of mature microRNAs inhibits their functions and is associated with poor prognosis in glioblastoma multiforme"
"ERR1695930"	"Illumina HiSeq 2500 paired end sequencing; Base resolution maps of mutations, 5-methylcytosine and 5-hydroxymethylcytosine, and transcriptome of blood, tumour and margin samples from a glioblastoma multiforme patient"
"ERR1695931"	"Illumina HiSeq 2500 paired end sequencing; Base resolution maps of mutations, 5-methylcytosine and 5-hydroxymethylcytosine, and transcriptome of blood, tumour and margin samples from a glioblastoma multiforme patient"
"ERR1695932"	"Illumina HiSeq 2500 paired end sequencing; Base resolution maps of mutations, 5-methylcytosine and 5-hydroxymethylcytosine, and transcriptome of blood, tumour and margin samples from a glioblastoma multiforme patient"
"ERR1695933"	"Illumina HiSeq 2500 paired end sequencing; Base resolution maps of mutations, 5-methylcytosine and 5-hydroxymethylcytosine, and transcriptome of blood, tumour and margin samples from a glioblastoma multiforme patient"
"ERR1695934"	"Illumina HiSeq 2500 paired end sequencing; Base resolution maps of mutations, 5-methylcytosine and 5-hydroxymethylcytosine, and transcriptome of blood, tumour and margin samples from a glioblastoma multiforme patient"
"ERR1695935"	"Illumina HiSeq 2500 paired end sequencing; Base resolution maps of mutations, 5-methylcytosine and 5-hydroxymethylcytosine, and transcriptome of blood, tumour and margin samples from a glioblastoma multiforme patient"
"ERR1695936"	"Illumina HiSeq 2500 paired end sequencing; Base resolution maps of mutations, 5-methylcytosine and 5-hydroxymethylcytosine, and transcriptome of blood, tumour and margin samples from a glioblastoma multiforme patient"
