accession	description
"SRR9007489"	"Illumina HiSeq 2500 sequencing; RNA-Seq of colon: Cancer"
"SRR9007478"	"Illumina HiSeq 2500 sequencing; RNA-Seq of colon: Cancer"
"SRR9007477"	"Illumina HiSeq 2500 sequencing; RNA-Seq of colon: Cancer"
"SRR9007476"	"Illumina HiSeq 2500 sequencing; RNA-Seq of colon: Cancer"
"SRR9007475"	"Illumina HiSeq 2500 sequencing; RNA-Seq of colon: Cancer"
"SRR9007474"	"Illumina HiSeq 2500 sequencing; RNA-Seq of colon: Cancer"
"SRR9007473"	"Illumina HiSeq 2500 sequencing; RNA-Seq of colon: Cancer"
"SRR9007472"	"Illumina HiSeq 2500 sequencing; RNA-Seq of colon: Cancer"
"SRR9007471"	"Illumina HiSeq 2500 sequencing; RNA-Seq of colon: Cancer"
"SRR9007470"	"Illumina HiSeq 2500 sequencing; RNA-Seq of colon: Cancer"
"SRR9007469"	"Illumina HiSeq 2500 sequencing; RNA-Seq of colon: Cancer"
"SRR9007468"	"Illumina HiSeq 2500 sequencing; RNA-Seq of colon: Cancer"
"SRR9007467"	"Illumina HiSeq 2500 sequencing; RNA-Seq of colon: Cancer"
"SRR9007466"	"Illumina HiSeq 2500 sequencing; RNA-Seq of colon: Cancer"
"SRR9007465"	"Illumina HiSeq 2500 sequencing; RNA-Seq of colon: Cancer"
"SRR9673451"	"HiSeq X Ten sequencing; Lynch syndrome colon cancer tissue"
"SRR12334114"	"NextSeq 550 sequencing; WES of homo sapiens: colon cancer"
"SRR12334111"	"NextSeq 550 sequencing; WES of homo sapiens: colon cancer"
"SRR12334109"	"NextSeq 550 sequencing; WES of homo sapiens: colon cancer"
"SRR12334106"	"NextSeq 550 sequencing; WES of homo sapiens: colon cancer"
"SRR6933959"	"NextSeq 500 sequencing; Colon cancer patient&apos;s Blood"
"SRR12334113"	"NextSeq 550 sequencing; WES of homo sapiens: colon cancer"
"SRR12334112"	"NextSeq 550 sequencing; WES of homo sapiens: colon cancer"
"SRR12334110"	"NextSeq 550 sequencing; WES of homo sapiens: colon cancer"
"SRR12334108"	"NextSeq 550 sequencing; WES of homo sapiens: colon cancer"
"SRR12334107"	"NextSeq 550 sequencing; WES of homo sapiens: colon cancer"
"SRR10915414"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915412"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915410"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915407"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915405"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915403"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915401"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915399"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915397"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915396"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915395"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915393"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915391"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915389"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915388"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915386"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915385"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915383"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915381"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915379"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915377"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915376"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915325"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915413"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915411"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915409"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915408"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915406"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915404"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915402"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915400"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915398"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915394"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915392"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915390"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915387"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915384"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915382"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915380"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915378"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915375"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915374"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915373"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915369"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915358"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915347"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR10915336"	"Illumina HiSeq 2500 sequencing; WXS of early onset colon cancer"
"SRR1273928"	"Illumina HiSeq 2000 sequencing; Transcriptome of human colon cancer cells HCT116"
"SRR9697683"	"NextSeq 550 sequencing; whole exome sequencing of : 4160 Colon  cancer sample"
"SRR9697679"	"NextSeq 550 sequencing; whole exome sequencing of : 4151 Colon cancer sample"
"SRR9697678"	"NextSeq 550 sequencing; whole exome sequencing of : 4151 Colon cancer sample"
"SRR9697654"	"NextSeq 550 sequencing; whole exome sequencing of : 4245 Colon cancer sample"
"SRR9697650"	"NextSeq 550 sequencing; whole exome sequencing of : 4246 Colon  cancer sample"
"SRR9697640"	"NextSeq 550 sequencing; whole exome sequencing of : 3995 Colon cancer sample"
"SRR9697630"	"NextSeq 550 sequencing; RNA-seq sequencing of : 4090 Colon cancer sample"
"SRR9697856"	"NextSeq 550 sequencing; RNA-seq sequencing of : 3971 Colon cancer sample"
"SRR9697851"	"NextSeq 550 sequencing; whole exome sequencing of : 4228 Colon cancer sample"
"SRR9697842"	"NextSeq 550 sequencing; whole exome sequencing of : 4196 Colon  cancer sample"
"SRR9697830"	"NextSeq 550 sequencing; whole exome sequencing of : 4266 Colon cancer sample"
"SRR9697826"	"NextSeq 550 sequencing; whole exome sequencing of : 4071 Colon cancer sample"
"SRR9697816"	"NextSeq 550 sequencing; whole exome sequencing of : 4228 Colon cancer sample"
"SRR9697814"	"NextSeq 550 sequencing; whole exome sequencing of : 3942 Colon cancer sample"
"SRR9697799"	"NextSeq 550 sequencing; RNA-seq sequencing of : 3995 Colon cancer sample"
"SRR9697797"	"NextSeq 550 sequencing; whole exome sequencing of : 4108 Colon cancer sample"
"SRR9697796"	"NextSeq 550 sequencing; whole exome sequencing of : 4108 Colon cancer sample"
"SRR9697795"	"NextSeq 550 sequencing; whole exome sequencing of : 4108 Colon cancer sample"
"SRR9697787"	"NextSeq 550 sequencing; RNA-seq sequencing of : 4245 Colon cancer sample"
"SRR9697779"	"NextSeq 550 sequencing; RNA-seq sequencing of : 4228 Colon cancer sample"
"SRR9697778"	"NextSeq 550 sequencing; RNA-seq sequencing of : 4228 Colon cancer sample"
"SRR9697777"	"NextSeq 550 sequencing; RNA-seq sequencing of : 4228 Colon cancer sample"
"SRR9697757"	"NextSeq 550 sequencing; whole exome sequencing of : 4115 Colon cancer sample"
"SRR9697746"	"NextSeq 550 sequencing; whole exome sequencing of : 4235 Colon  cancer sample"
