accession	description
"SRR7411444"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411442"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411440"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411438"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411436"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411434"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411432"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411430"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411426"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411424"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411423"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411454"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411452"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411450"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411448"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411447"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411445"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411443"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411441"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411439"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411437"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411435"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411433"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411431"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411429"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
"SRR7411428"	"NextSeq 500 sequencing; RNA-seq of Homo sapiens: adult male prostate adenocarcinoma"
