accession	description
"SRR2106215"	"Illumina MiSeq paired end sequencing; H2228 targeted rna sequencing"
"SRR948904"	"Illumina HiSeq 2000 sequencing; tumor cell line DNA (NCI-H2228)"
"SRR2074111"	"Illumina HiSeq 2500 sequencing; H2228 Bisulfite Sequence of Hybrid Capture of ALK locus"
"SRR2074100"	"Illumina MiSeq sequencing; Target capture of ALK locus of H2228 ELM4-ALK fusion positive non-small cell lung cancer cell line"
"DRR016705"	"Illumina HiSeq 2500 sequencing; H2228 [RNAseq]"
"DRR016663"	"Illumina HiSeq 2500 sequencing; H2228 [BSseq]"
"DRR017021"	"Illumina HiSeq 2500 sequencing; H2228 PolII [ChIPseq]"
"DRR017022"	"Illumina HiSeq 2500 sequencing; H2228 H3K9me3 [ChIPseq]"
"DRR017024"	"Illumina HiSeq 2500 sequencing; H2228 H3K4me3 [ChIPseq]"
"DRR017025"	"Illumina HiSeq 2500 sequencing; H2228 H3K4me1 [ChIPseq]"
"DRR017026"	"Illumina HiSeq 2500 sequencing; H2228 H3K36me3 [ChIPseq]"
"DRR017027"	"Illumina HiSeq 2500 sequencing; H2228 H3K27me3 [ChIPseq]"
"DRR017028"	"Illumina HiSeq 2500 sequencing; H2228 H3K27Ac [ChIPseq]"
"DRR017029"	"Illumina HiSeq 2500 sequencing; H2228 input [ChIPseq]"
"DRR017023"	"Illumina HiSeq 2500 sequencing; H2228 H3K9/14Ac [ChIPseq]"
"DRR016876"	"Illumina HiSeq 2000 paired end sequencing; H2228 [WGS]"
"DRR016877"	"Illumina HiSeq 2000 paired end sequencing; H2228 [WGS]"
"DRR016875"	"Illumina HiSeq 2000 paired end sequencing; H2228 [WGS]"
"SRR1976044"	"Illumina HiSeq 2500 sequencing; exome sequencing of NCI-H2228"
"SRR8206681"	"Illumina HiSeq 4000 sequencing; GSM3478135: H2228; Homo sapiens; RNA-Seq"
"SRR4113666"	"Illumina HiSeq 2000 sequencing; GSM2300452: H2228 rep1; Homo sapiens; RNA-Seq"
"SRR4113667"	"Illumina HiSeq 2000 sequencing; GSM2300453: H2228 rep2; Homo sapiens; RNA-Seq"
"SRR948916"	"Illumina HiSeq 2000 sequencing; 1:1 (2 component) pool of J.RT3-T3.5, NCI-H2228"
"SRR948936"	"Illumina HiSeq 2000 sequencing; 1:1:1:1 (4 component) pool of A2058, A549, NCI-H2228, TUR"
"SRR8634082"	"Illumina HiSeq 2000 sequencing; RRBS of NCIH2228_LUNG"
"SRR8652084"	"Illumina HiSeq 2000 sequencing; WGS of NCIH2228_LUNG"
"SRR948934"	"Illumina HiSeq 2000 sequencing; 1:1:1:1 (4 component) pool of HCC1395, NCI-H1693, NCI-H2228, SW1417"
"SRR948948"	"Illumina HiSeq 2000 sequencing; 1:1:1:1:1 (5 component) pool of A2058, HCC1395, NCI-H1693, NCI-H2009, NCI-H2228"
"SRR948946"	"Illumina HiSeq 2000 sequencing; 1:1:1:1:1 (5 component) pool of CCRF-CEM, HCC1599, NCI-H128, NCI-H2228, SW48"
"SRR6782109"	"NextSeq 500 sequencing; GSM3022245: Mixture of H2228, H1975 and HCC827 human lung cancer cell lines in equal proportion; Homo sapiens; RNA-Seq"
"SRR6782110"	"NextSeq 500 sequencing; GSM3022245: Mixture of H2228, H1975 and HCC827 human lung cancer cell lines in equal proportion; Homo sapiens; RNA-Seq"
"SRR6782111"	"NextSeq 500 sequencing; GSM3022245: Mixture of H2228, H1975 and HCC827 human lung cancer cell lines in equal proportion; Homo sapiens; RNA-Seq"
"SRR6782112"	"NextSeq 500 sequencing; GSM3022245: Mixture of H2228, H1975 and HCC827 human lung cancer cell lines in equal proportion; Homo sapiens; RNA-Seq"
"SRR1863863"	"Illumina HiSeq 2000 paired end sequencing; NHGRI_LungCancerResistanceStudies Illumina RNA sequencing of transcriptome paired-end library &apos;Solexa-151993&apos; containing sample &apos;H2228_DMSO&apos; from subject &apos;H2228&apos;"
"SRR1863804"	"Illumina HiSeq 2000 paired end sequencing; NHGRI_LungCancerResistanceStudies Illumina RNA sequencing of transcriptome paired-end library &apos;Solexa-151989&apos; containing sample &apos;H2228_TAE_NRG1&apos; from subject &apos;H2228&apos;"
"SRR1863581"	"Illumina HiSeq 2000 paired end sequencing; NHGRI_LungCancerResistanceStudies Illumina RNA sequencing of transcriptome paired-end library &apos;Solexa-151994&apos; containing sample &apos;H2228_TAE&apos; from subject &apos;H2228&apos;"
