accession	description
"SRR3929874"	"Illumina HiSeq 2500 sequencing; Whole exome-seq of human gastric cancer cell line: MKN45"
"SRR5054304"	"Illumina HiSeq 2000 sequencing; GSM2405753: MKN45-4BI; Homo sapiens; miRNA-Seq"
"SRR5054305"	"Illumina HiSeq 2000 sequencing; GSM2405754: MKN45-NS; Homo sapiens; miRNA-Seq"
"SRR3194995"	"Illumina HiSeq 2000 sequencing; GSM2076193: MKN45.H3K27ac; Homo sapiens; ChIP-Seq"
"SRR3194996"	"Illumina HiSeq 2000 sequencing; GSM2076194: MKN45.input; Homo sapiens; ChIP-Seq"
"SRR5560480"	"Illumina HiSeq 2000 sequencing; GSM2627668: Idx21 Stomach MKN45; Homo sapiens; Bisulfite-Seq"
"SRR5560430"	"Illumina HiSeq 2000 sequencing; GSM2627618: Idx1 Stomach MKN45; Homo sapiens; Bisulfite-Seq"
"SRR3929856"	"Illumina HiSeq 2500 sequencing; RNA-seq of human gastric cancer cell line: MKN45"
"SRR6289326"	"Illumina HiSeq 2500 sequencing; GSM2856453: MKN45 cell line RNA seq; Homo sapiens; RNA-Seq"
"SRR6289330"	"Illumina HiSeq 2500 sequencing; GSM2856457: MKN45 cell line small RNA seq; Homo sapiens; miRNA-Seq"
"SRR7047479"	"NextSeq 500 sequencing; Gastric cancer cell line isolated by clonal selection of MKN45 cell line"
"SRR7047480"	"NextSeq 500 sequencing; Gastric cancer cell line isolated by clonal selection of MKN45 cell line"
"SRR6289327"	"Illumina HiSeq 2500 sequencing; GSM2856454: MKN45 cell line ADAR knock-down RNA seq; Homo sapiens; RNA-Seq"
"SRR6289331"	"Illumina HiSeq 2500 sequencing; GSM2856458: MKN45 cell line ADAR knock-down small RNA seq; Homo sapiens; miRNA-Seq"
"SRR7047482"	"NextSeq 500 sequencing; Gastric cancer cell line isolated by clonal selection of MKN45 cell line rendered resistant in vitro to 200nM Crizotinib"
"SRR7047481"	"NextSeq 500 sequencing; Gastric cancer cell line isolated by clonal selection of MKN45 cell line rendered resistant in vitro to 200nM Crizotinib"
