accession	description
"SRR5138443"	"Illumina HiSeq 2000 sequencing; Non-tumor liver tissue"
"SRR5138444"	"Illumina HiSeq 2000 sequencing; Non-tumor liver Replicate 2"
"SRR11565413"	"Illumina HiSeq 2500 sequencing; Non-tumor 1N"
"SRR11565396"	"Illumina HiSeq 2500 sequencing; Non-tumor 14N"
"SRR11565391"	"Illumina HiSeq 2500 sequencing; Non-tumor 4N"
"SRR11565387"	"Illumina HiSeq 2500 sequencing; Non-tumor 6N"
"SRR11565389"	"Illumina HiSeq 2500 sequencing; Non-tumor 5N"
"SRR11565411"	"Illumina HiSeq 2500 sequencing; Non-tumor 7N"
"SRR11565400"	"Illumina HiSeq 2500 sequencing; Non-tumor 12N"
"SRR11565409"	"Illumina HiSeq 2500 sequencing; Non-tumor 8N"
"SRR11565405"	"Illumina HiSeq 2500 sequencing; Non-tumor 10N"
"SRR11565403"	"Illumina HiSeq 2500 sequencing; Non-tumor 11N"
"SRR11565398"	"Illumina HiSeq 2500 sequencing; Non-tumor 13N"
"SRR11565407"	"Illumina HiSeq 2500 sequencing; Non-tumor 9N"
"SRR11565401"	"Illumina HiSeq 2500 sequencing; Non-tumor 3N"
"SRR11565394"	"Illumina HiSeq 2500 sequencing; Non-tumor 15N"
"SRR14513893"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_796B"
"SRR14513927"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_865B"
"SRR14513918"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_776B"
"SRR14513910"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_814B"
"SRR14513901"	"Illumina NovaSeq 6000 sequencing; HCC Non-Tumor Tissu LCS_719B"
"SRR14513931"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_831B"
"SRR14513930"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_852B"
"SRR14513916"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_779B"
"SRR14513907"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_831B"
"SRR14513904"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_864B"
"SRR14513900"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_805B"
"SRR14513924"	"Illumina NovaSeq 6000 sequencing; HCC Non-Tumor Tissu LCS_737B"
"SRR14513899"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_761B"
"SRR14513896"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_776B"
"SRR14513895"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_779B"
"SRR14513921"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_761B"
"SRR14513919"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_766B"
"SRR14513906"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_852B"
"SRR14513894"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_786B"
"SRR14513922"	"Illumina NovaSeq 6000 sequencing; HCC Non-Tumor Tissue LCS_740B"
"SRR14513914"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_796B"
"SRR14513909"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_817B"
"SRR14513898"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_814B"
"SRR14513923"	"Illumina NovaSeq 6000 sequencing; HCC Non-Tumor Tissue LCS_737B"
"SRR14513903"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_865B"
"SRR14513905"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_854B"
"SRR14513913"	"Illumina NovaSeq 6000 sequencing; HCC Non-Tumor Tissu LCS_740B"
"SRR14513915"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_786B"
"SRR14513911"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_805B"
"SRR14513932"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_817B"
"SRR14513928"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_864B"
"SRR14513925"	"Illumina NovaSeq 6000 sequencing; HCC Non-Tumor Tissue LCS_719B"
"SRR14513897"	"Illumina NovaSeq 6000 sequencing; iCCA Non-Tumor Tissue LCS_766B"
